,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,prizes
458,464,Élie,Ducommun,1833-02-19,1906-12-07,Switzerland,CH,Geneva,Switzerland,CH,Bern,male,"[{'year': '1902', 'category': 'peace', 'share': '2', 'motivation': '""for his untiring and skilful directorship of the Bern Peace Bureau""', 'affiliations': [[]]}]"
459,465,Albert,Gobat,1843-05-21,1914-03-16,Switzerland,CH,Tramelan,Switzerland,CH,Bern,male,"[{'year': '1902', 'category': 'peace', 'share': '2', 'motivation': '""for his eminently practical administration of the Inter-Parliamentary Union""', 'affiliations': [[]]}]"
460,466,Randal,Cremer,1828-03-18,1908-07-22,United Kingdom,GB,Fareham,United Kingdom,GB,London,male,"[{'year': '1903', 'category': 'peace', 'share': '1', 'motivation': '""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""', 'affiliations': [[]]}]"
461,467,Institute of International Law,,1873-00-00,0000-00-00,,,,,,,org,"[{'year': '1904', 'category': 'peace', 'share': '1', 'motivation': '""for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane""', 'affiliations': [[]]}]"
462,468,Bertha,von Suttner,1843-06-09,1914-06-21,Austrian Empire (now Czech Republic),CZ,Prague,Austria,AT,Vienna,female,"[{'year': '1905', 'category': 'peace', 'share': '1', 'motivation': '""for her audacity to oppose the horrors of war""', 'affiliations': [[]]}]"
463,470,Theodore,Roosevelt,1858-10-27,1919-01-06,USA,US,"New York, NY",USA,US,"Oyster Bay, NY",male,"[{'year': '1906', 'category': 'peace', 'share': '1', 'motivation': '""for his role in bringing to an end the bloody war recently waged between two of the world\'s great powers, Japan and Russia""', 'affiliations': [[]]}]"
464,471,Ernesto Teodoro,Moneta,1833-09-20,1918-02-10,Austrian Empire (now Italy),IT,Milan,Italy,IT,Milan,male,"[{'year': '1907', 'category': 'peace', 'share': '2', 'motivation': '""for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy""', 'affiliations': [[]]}]"
465,472,Louis,Renault,1843-05-21,1918-02-08,France,FR,Autun,France,FR,Barbizon,male,"[{'year': '1907', 'category': 'peace', 'share': '2', 'motivation': '""for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences""', 'affiliations': [{'name': 'Sorbonne University', 'city': 'Paris', 'country': 'France'}]}]"
466,473,Klas Pontus,Arnoldson,1844-10-27,1916-02-20,Sweden,SE,Gothenburg,Sweden,SE,Stockholm,male,"[{'year': '1908', 'category': 'peace', 'share': '2', 'motivation': '""for their long time work for the cause of peace as politicians, peace society leaders, orators and authors""', 'affiliations': [[]]}]"
467,474,Fredrik,Bajer,1837-04-21,1922-01-22,Denmark,DK,Næstved,Denmark,DK,Copenhagen,male,"[{'year': '1908', 'category': 'peace', 'share': '2', 'motivation': '""for their long time work for the cause of peace as politicians, peace society leaders, orators and authors""', 'affiliations': [[]]}]"
468,475,Auguste,Beernaert,1829-07-26,1912-10-06,Belgium,BE,Ostend,Switzerland,CH,Lucerne,male,"[{'year': '1909', 'category': 'peace', 'share': '2', 'motivation': '""for their prominent position in the international movement for peace and arbitration""', 'affiliations': [[]]}]"
469,476,Paul Henri,d'Estournelles de Constant,1852-11-22,1924-05-15,France,FR,La Flèche,France,FR,Paris,male,"[{'year': '1909', 'category': 'peace', 'share': '2', 'motivation': '""for their prominent position in the international movement for peace and arbitration""', 'affiliations': [[]]}]"
470,477,Permanent International Peace Bureau,,1891-00-00,0000-00-00,,,,,,,org,"[{'year': '1910', 'category': 'peace', 'share': '1', 'motivation': '""for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement""', 'affiliations': [[]]}]"
471,478,Tobias,Asser,1838-04-28,1913-07-29,the Netherlands,NL,Amsterdam,the Netherlands,NL,the Hague,male,"[{'year': '1911', 'category': 'peace', 'share': '2', 'motivation': '""for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations""', 'affiliations': [[]]}]"
472,479,Alfred,Fried,1864-11-11,1921-05-04,Austria,AT,Vienna,Austria,AT,Vienna,male,"[{'year': '1911', 'category': 'peace', 'share': '2', 'motivation': '""for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations""', 'affiliations': [[]]}]"
473,480,Elihu,Root,1845-02-15,1937-02-07,USA,US,"Clinton, NY",USA,US,"New York, NY",male,"[{'year': '1912', 'category': 'peace', 'share': '1', 'motivation': '""for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries""', 'affiliations': [[]]}]"
474,481,Henri,La Fontaine,1854-04-22,1943-05-14,Belgium,BE,Brussels,Belgium,BE,Brussels,male,"[{'year': '1913', 'category': 'peace', 'share': '1', 'motivation': '""for his unparalleled contribution to the organization of peaceful internationalism""', 'affiliations': [[]]}]"
475,482,International Committee of the Red Cross,,1863-00-00,0000-00-00,,,,,,,org,"[{'year': '1917', 'category': 'peace', 'share': '1', 'motivation': '""for the efforts to take care of wounded soldiers and prisoners of war and their families""', 'affiliations': [[]]}, {'year': '1944', 'category': 'peace', 'share': '1', 'motivation': '""for the great work it has performed during the war on behalf of humanity""', 'affiliations': [[]]}, {'year': '1963', 'category': 'peace', 'share': '2', 'motivation': '""for promoting the principles of the Geneva Convention and cooperation with the UN""', 'affiliations': [[]]}]"
476,483,Woodrow,Wilson,1856-12-28,1924-02-03,USA,US,"Staunton, VA",USA,US,"Washington, DC",male,"[{'year': '1919', 'category': 'peace', 'share': '1', 'motivation': '""for his role as founder of the League of Nations""', 'affiliations': [[]]}]"
477,484,Léon,Bourgeois,1851-05-21,1925-09-29,France,FR,Paris,France,FR,Épernay,male,"[{'year': '1920', 'category': 'peace', 'share': '1', 'motivation': '""for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations""', 'affiliations': [[]]}]"
478,485,Hjalmar,Branting,1860-11-23,1925-02-24,Sweden,SE,Stockholm,Sweden,SE,Stockholm,male,"[{'year': '1921', 'category': 'peace', 'share': '2', 'motivation': '""for their lifelong contributions to the cause of peace and organized internationalism""', 'affiliations': [[]]}]"
479,486,Christian,Lange,1869-09-17,1938-12-11,Norway,NO,Stavanger,Norway,NO,Oslo,male,"[{'year': '1921', 'category': 'peace', 'share': '2', 'motivation': '""for their lifelong contributions to the cause of peace and organized internationalism""', 'affiliations': [[]]}]"
480,487,Fridtjof,Nansen,1861-10-10,1930-05-13,Norway,NO,Kristiania (now Oslo),Norway,NO,Oslo,male,"[{'year': '1922', 'category': 'peace', 'share': '1', 'motivation': '""for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations\' High Commissioner for refugees""', 'affiliations': [[]]}]"
481,488,Sir Austen,Chamberlain,1863-10-16,1937-03-16,United Kingdom,GB,Birmingham,United Kingdom,GB,London,male,"[{'year': '1925', 'category': 'peace', 'share': '2', 'motivation': '""for his crucial role in bringing about the Locarno Treaty""', 'affiliations': [[]]}]"
482,489,Charles G.,Dawes,1865-08-27,1951-04-23,USA,US,"Marietta, OH",USA,US,"Evanston, IL",male,"[{'year': '1925', 'category': 'peace', 'share': '2', 'motivation': '""for his crucial role in bringing about the Dawes Plan""', 'affiliations': [[]]}]"
483,490,Aristide,Briand,1862-03-28,1932-03-07,France,FR,Nantes,France,FR,Paris,male,"[{'year': '1926', 'category': 'peace', 'share': '2', 'motivation': '""for their crucial role in bringing about the Locarno Treaty""', 'affiliations': [[]]}]"
484,491,Gustav,Stresemann,1878-05-10,1929-10-03,Germany,DE,Berlin,Germany,DE,Berlin,male,"[{'year': '1926', 'category': 'peace', 'share': '2', 'motivation': '""for their crucial role in bringing about the Locarno Treaty""', 'affiliations': [[]]}]"
485,492,Ferdinand,Buisson,1841-12-20,1932-02-16,France,FR,Paris,France,FR,Thieuloy-Saint-Antoine,male,"[{'year': '1927', 'category': 'peace', 'share': '2', 'motivation': '""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""', 'affiliations': [[]]}]"
486,493,Ludwig,Quidde,1858-03-23,1941-03-04,Germany,DE,Bremen,Switzerland,CH,Geneva,male,"[{'year': '1927', 'category': 'peace', 'share': '2', 'motivation': '""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""', 'affiliations': [[]]}]"
487,494,Frank B.,Kellogg,1856-12-22,1937-12-21,USA,US,"Potsdam, NY",USA,US,"St. Paul, MN",male,"[{'year': '1929', 'category': 'peace', 'share': '1', 'motivation': '""for his crucial role in bringing about the Briand-Kellogg Pact""', 'affiliations': [[]]}]"
488,495,Nathan,Söderblom,1866-01-15,1931-07-12,Sweden,SE,Trönö,Sweden,SE,Uppsala,male,"[{'year': '1930', 'category': 'peace', 'share': '1', 'motivation': '""for promoting Christian unity and helping create \'that new attitude of mind which is necessary if peace between nations is to become reality\'""', 'affiliations': [[]]}]"
489,496,Jane,Addams,1860-09-06,1935-05-21,USA,US,"Cedarville, IL",USA,US,"Chicago, IL",female,"[{'year': '1931', 'category': 'peace', 'share': '2', 'motivation': '""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""', 'affiliations': [[]]}]"
490,497,Nicholas Murray,Butler,1862-04-02,1947-12-07,USA,US,"Elizabeth, NJ",USA,US,"New York, NY",male,"[{'year': '1931', 'category': 'peace', 'share': '2', 'motivation': '""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]"
491,498,Sir Norman,Angell,1872-12-26,1967-10-07,United Kingdom,GB,Holbeach,United Kingdom,GB,Croydon,male,"[{'year': '1933', 'category': 'peace', 'share': '1', 'motivation': '""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""', 'affiliations': [[]]}]"
492,499,Arthur,Henderson,1863-09-13,1935-10-20,Scotland,GB,Glasgow,United Kingdom,GB,London,male,"[{'year': '1934', 'category': 'peace', 'share': '1', 'motivation': '""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""', 'affiliations': [[]]}]"
493,500,Carl,von Ossietzky,1889-10-03,1938-05-04,Germany,DE,Hamburg,Germany,DE,Berlin,male,"[{'year': '1935', 'category': 'peace', 'share': '1', 'motivation': '""for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace""', 'affiliations': [[]]}]"
494,501,Carlos,Saavedra Lamas,1878-11-01,1959-05-05,Argentina,AR,Buenos Aires,Argentina,AR,Buenos Aires,male,"[{'year': '1936', 'category': 'peace', 'share': '1', 'motivation': '""for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935""', 'affiliations': [[]]}]"
495,502,Robert,Cecil,1864-09-14,1958-11-24,United Kingdom,GB,London,United Kingdom,GB,Tunbridge Wells,male,"[{'year': '1937', 'category': 'peace', 'share': '1', 'motivation': '""for his tireless effort in support of the League of Nations, disarmament and peace""', 'affiliations': [[]]}]"
496,503,Nansen International Office for Refugees,,1921-00-00,0000-00-00,,,,,,,org,"[{'year': '1938', 'category': 'peace', 'share': '1', 'motivation': '""for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe""', 'affiliations': [[]]}]"
497,505,Cordell,Hull,1871-10-02,1955-07-23,USA,US,"Olympus, TN",USA,US,"Bethesda, MD",male,"[{'year': '1945', 'category': 'peace', 'share': '1', 'motivation': '""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""', 'affiliations': [[]]}]"
498,506,Emily Greene,Balch,1867-01-08,1961-01-09,USA,US,"Jamaica Plain, MA (now Boston, MA)",USA,US,"Cambridge, MA",female,"[{'year': '1946', 'category': 'peace', 'share': '2', 'motivation': '""for her lifelong work for the cause of peace""', 'affiliations': [[]]}]"
499,507,John R.,Mott,1865-05-25,1955-01-31,USA,US,"Livingston Manor, NY",USA,US,,male,"[{'year': '1946', 'category': 'peace', 'share': '2', 'motivation': '""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""', 'affiliations': [[]]}]"
500,508,Friends Service Council,,1647-00-00,0000-00-00,,,,,,,org,"[{'year': '1947', 'category': 'peace', 'share': '2', 'motivation': '""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations""', 'affiliations': [[]]}]"
501,509,American Friends Service Committee,,1917-00-00,0000-00-00,,,,,,,org,"[{'year': '1947', 'category': 'peace', 'share': '2', 'motivation': '""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations""', 'affiliations': [[]]}]"
502,510,John,Boyd Orr,1880-09-23,1971-06-25,Scotland,GB,Kilmaurs,Scotland,GB,Edzell,male,"[{'year': '1949', 'category': 'peace', 'share': '1', 'motivation': '""for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war""', 'affiliations': [[]]}]"
503,511,Ralph,Bunche,1904-08-07,1971-12-09,USA,US,"Detroit, MI",USA,US,"New York, NY",male,"[{'year': '1950', 'category': 'peace', 'share': '1', 'motivation': '""for his work as mediator in Palestine in 1948-1949""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
504,512,Léon,Jouhaux,1879-07-01,1954-04-28,France,FR,Paris,France,FR,Paris,male,"[{'year': '1951', 'category': 'peace', 'share': '1', 'motivation': '""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""', 'affiliations': [[]]}]"
505,513,Albert,Schweitzer,1875-01-14,1965-09-04,Germany (now France),FR,Kaysersberg,Gabon,GA,Lambaréné,male,"[{'year': '1952', 'category': 'peace', 'share': '1', 'motivation': '""for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""', 'affiliations': [[]]}]"
506,514,George C.,Marshall,1880-12-31,1959-10-16,USA,US,"Uniontown, PA",USA,US,"Washington, DC",male,"[{'year': '1953', 'category': 'peace', 'share': '1', 'motivation': '""for proposing and supervising the plan for the economic recovery of Europe""', 'affiliations': [[]]}]"
507,515,Office of the United Nations High Commissioner for Refugees,,1950-12-14,0000-00-00,,,,,,,org,"[{'year': '1954', 'category': 'peace', 'share': '1', 'motivation': '""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""', 'affiliations': [[]]}, {'year': '1981', 'category': 'peace', 'share': '1', 'motivation': '""for promoting the fundamental rights of refugees""', 'affiliations': [[]]}]"
508,516,Lester Bowles,Pearson,1897-04-23,1972-12-27,Canada,CA,Toronto,Canada,CA,Ottawa,male,"[{'year': '1957', 'category': 'peace', 'share': '1', 'motivation': '""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""', 'affiliations': [[]]}]"
509,517,Georges,Pire,1910-02-10,1969-01-30,Belgium,BE,Dinant,Belgium,BE,Leuven,male,"[{'year': '1958', 'category': 'peace', 'share': '1', 'motivation': '""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""', 'affiliations': [[]]}]"
510,518,Philip,Noel-Baker,1889-11-01,1982-10-08,United Kingdom,GB,London,United Kingdom,GB,London,male,"[{'year': '1959', 'category': 'peace', 'share': '1', 'motivation': '""for his longstanding contribution to the cause of disarmament and peace""', 'affiliations': [[]]}]"
511,519,Albert,Luthuli,1898-00-00,1967-07-21,Southern Rhodesia (now Zimbabwe),ZW,Bulawayo,South Africa,ZA,Stanger,male,"[{'year': '1960', 'category': 'peace', 'share': '1', 'motivation': '""for his non-violent struggle against apartheid""', 'affiliations': [[]]}]"
512,520,Dag,Hammarskjöld,1905-07-29,1961-09-18,Sweden,SE,Jönköping,Northern Rhodesia (now Zambia),ZM,Ndola,male,"[{'year': '1961', 'category': 'peace', 'share': '1', 'motivation': '""for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter""', 'affiliations': [[]]}]"
513,523,League of Red Cross Societies,,1919-00-00,0000-00-00,,,,,,,org,"[{'year': '1963', 'category': 'peace', 'share': '2', 'motivation': '""for promoting the principles of the Geneva Convention and cooperation with the UN""', 'affiliations': [[]]}]"
514,524,Martin Luther,King Jr.,1929-01-15,1968-04-04,USA,US,"Atlanta, GA",USA,US,"Memphis, TN",male,"[{'year': '1964', 'category': 'peace', 'share': '1', 'motivation': '""for his non-violent struggle for civil rights for the Afro-American population""', 'affiliations': [[]]}]"
515,525,United Nations Children's Fund,,1946-00-00,0000-00-00,,,,,,,org,"[{'year': '1965', 'category': 'peace', 'share': '1', 'motivation': '""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""', 'affiliations': [[]]}]"
516,526,René,Cassin,1887-10-05,1976-02-20,France,FR,Bayonne,France,FR,Paris,male,"[{'year': '1968', 'category': 'peace', 'share': '1', 'motivation': '""for his struggle to ensure the rights of man as stipulated in the UN Declaration""', 'affiliations': [[]]}]"
517,527,International Labour Organization,,1919-00-00,0000-00-00,,,,,,,org,"[{'year': '1969', 'category': 'peace', 'share': '1', 'motivation': '""for creating international legislation insuring certain norms for working conditions in every country""', 'affiliations': [[]]}]"
518,528,Norman,Borlaug,1914-03-25,2009-09-12,USA,US,"Cresco, IA",USA,US,"Dallas, TX",male,"[{'year': '1970', 'category': 'peace', 'share': '1', 'motivation': '""for having given a well-founded hope - the green revolution""', 'affiliations': [[]]}]"
519,529,Willy,Brandt,1913-12-18,1992-10-08,Germany,DE,Lübeck,Germany,DE,Unkel,male,"[{'year': '1971', 'category': 'peace', 'share': '1', 'motivation': '""for paving the way for a meaningful dialogue between East and West""', 'affiliations': [[]]}]"
520,530,Henry,Kissinger,1923-05-27,0000-00-00,Germany,DE,Fürth,,,,male,"[{'year': '1973', 'category': 'peace', 'share': '2', 'motivation': '""for jointly having negotiated a cease fire in Vietnam in 1973""', 'affiliations': [[]]}]"
521,531,Le Duc Tho,,1911-10-14,1990-10-13,Vietnam,VN,Nam Ha province,Vietnam,VN,Hanoi,male,"[{'year': '1973', 'category': 'peace', 'share': '2', 'motivation': '""for jointly having negotiated a cease fire in Vietnam in 1973""', 'affiliations': [[]]}]"
522,532,Seán,MacBride,1904-01-26,1988-01-15,France,FR,Paris,Ireland,IE,Dublin,male,"[{'year': '1974', 'category': 'peace', 'share': '2', 'motivation': '""for his efforts to secure and develop human rights throughout the world""', 'affiliations': [[]]}]"
523,533,Eisaku,Sato,1901-03-27,1975-06-03,Japan,JP,Tabuse,Japan,JP,Tokyo,male,"[{'year': '1974', 'category': 'peace', 'share': '2', 'motivation': '""for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty""', 'affiliations': [[]]}]"
524,534,Andrei,Sakharov,1921-05-21,1989-12-14,Russia,RU,Moscow,USSR (now Russia),RU,Moscow,male,"[{'year': '1975', 'category': 'peace', 'share': '1', 'motivation': '""for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations""', 'affiliations': [[]]}]"
525,535,Betty,Williams,1943-05-22,2020-03-17,Northern Ireland,GB,Belfast,Northern Ireland,GB,Belfast,female,"[{'year': '1976', 'category': 'peace', 'share': '2', 'motivation': '""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""', 'affiliations': [[]]}]"
526,536,Mairead,Corrigan,1944-01-27,0000-00-00,Northern Ireland,GB,Belfast,,,,female,"[{'year': '1976', 'category': 'peace', 'share': '2', 'motivation': '""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""', 'affiliations': [[]]}]"
527,537,Amnesty International,,1961-00-00,0000-00-00,,,,,,,org,"[{'year': '1977', 'category': 'peace', 'share': '1', 'motivation': '""for worldwide respect for human rights""', 'affiliations': [[]]}]"
528,538,Anwar,al-Sadat,1918-12-25,1981-10-06,Egypt,EG,Mit Abu al-Kawm,Egypt,EG,Cairo,male,"[{'year': '1978', 'category': 'peace', 'share': '2', 'motivation': '""for jointly having negotiated peace between Egypt and Israel in 1978""', 'affiliations': [[]]}]"
529,539,Menachem,Begin,1913-08-16,1992-03-09,Russian Empire (now Belarus),BY,Brest Litovsk,Israel,IL,Tel Aviv,male,"[{'year': '1978', 'category': 'peace', 'share': '2', 'motivation': '""for jointly having negotiated peace between Egypt and Israel in 1978""', 'affiliations': [[]]}]"
530,540,Anjezë Gonxhe,Bojaxhiu,1910-08-26,1997-09-05,Ottoman Empire (now North Macedonia),MK,Uskup (now Skopje),India,IN,Calcutta,female,"[{'year': '1979', 'category': 'peace', 'share': '1', 'motivation': '""for her work for bringing help to suffering humanity""', 'affiliations': [[]]}]"
531,541,Adolfo,Pérez Esquivel,1931-11-26,0000-00-00,Argentina,AR,Buenos Aires,,,,male,"[{'year': '1980', 'category': 'peace', 'share': '1', 'motivation': '""for being a source of inspiration to repressed people, especially in Latin America""', 'affiliations': [[]]}]"
532,543,Alva,Myrdal,1902-01-31,1986-02-01,Sweden,SE,Uppsala,Sweden,SE,Stockholm,female,"[{'year': '1982', 'category': 'peace', 'share': '2', 'motivation': '""for their work for disarmament and nuclear and weapon-free zones""', 'affiliations': [[]]}]"
533,544,Alfonso,García Robles,1911-03-20,1991-09-02,Mexico,MX,Zamora,Mexico,MX,Mexico City,male,"[{'year': '1982', 'category': 'peace', 'share': '2', 'motivation': '""for their work for disarmament and nuclear and weapon-free zones""', 'affiliations': [[]]}]"
534,545,Lech,Walesa,1943-09-29,0000-00-00,Poland,PL,Popowo,,,,male,"[{'year': '1983', 'category': 'peace', 'share': '1', 'motivation': '""for non-violent struggle for free trade unions and human rights in Poland""', 'affiliations': [[]]}]"
535,546,Desmond,Tutu,1931-10-07,2021-12-26,South Africa,ZA,Klerksdorp,South Africa,ZA,Cape Town,male,"[{'year': '1984', 'category': 'peace', 'share': '1', 'motivation': '""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""', 'affiliations': [[]]}]"
536,547,International Physicians for the Prevention of Nuclear War,,1980-00-00,0000-00-00,,,,,,,org,"[{'year': '1985', 'category': 'peace', 'share': '1', 'motivation': '""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""', 'affiliations': [[]]}]"
537,548,Elie,Wiesel,1928-09-30,2016-07-02,Romania,RO,Sighet,USA,US,"New York, NY",male,"[{'year': '1986', 'category': 'peace', 'share': '1', 'motivation': '""for being a messenger to mankind: his message is one of peace, atonement and dignity""', 'affiliations': [[]]}]"
538,549,Oscar,Arias Sánchez,1940-09-13,0000-00-00,Costa Rica,CR,Heredia,,,,male,"[{'year': '1987', 'category': 'peace', 'share': '1', 'motivation': '""for his work for lasting peace in Central America""', 'affiliations': [[]]}]"
539,550,United Nations Peacekeeping Forces,,1948-00-00,0000-00-00,,,,,,,org,"[{'year': '1988', 'category': 'peace', 'share': '1', 'motivation': '""for preventing armed clashes and creating conditions for negotiations""', 'affiliations': [[]]}]"
540,551,Lhamo,Thondup,1935-07-06,0000-00-00,Tibet (now China),CN,Taktser,,,,male,"[{'year': '1989', 'category': 'peace', 'share': '1', 'motivation': '""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""', 'affiliations': [[]]}]"
541,552,Mikhail,Gorbachev,1931-03-02,0000-00-00,USSR (now Russia),RU,Privolnoye,,,,male,"[{'year': '1990', 'category': 'peace', 'share': '1', 'motivation': '""for the leading role he played in the radical changes in East-West relations""', 'affiliations': [[]]}]"
542,553,Aung San Suu Kyi,,1945-06-19,0000-00-00,Burma (now Myanmar),MM,Rangoon (now Yangon),,,,female,"[{'year': '1991', 'category': 'peace', 'share': '1', 'motivation': '""for her non-violent struggle for democracy and human rights""', 'affiliations': [[]]}]"
543,554,Rigoberta,Menchú Tum,1959-01-09,0000-00-00,Guatemala,GT,Aldea Chimel,,,,female,"[{'year': '1992', 'category': 'peace', 'share': '1', 'motivation': '""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""', 'affiliations': [[]]}]"
544,555,Nelson,Mandela,1918-07-18,2013-12-05,South Africa,ZA,Qunu,South Africa,ZA,Johannesburg,male,"[{'year': '1993', 'category': 'peace', 'share': '2', 'motivation': '""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""', 'affiliations': [[]]}]"
545,556,F.W.,de Klerk,1936-03-18,2021-11-11,South Africa,ZA,Johannesburg,South Africa,ZA,Cape Town,male,"[{'year': '1993', 'category': 'peace', 'share': '2', 'motivation': '""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""', 'affiliations': [[]]}]"
546,557,Yasser,Arafat,1929-08-24,2004-11-11,Egypt,EG,Cairo,France,FR,Paris,male,"[{'year': '1994', 'category': 'peace', 'share': '3', 'motivation': '""for their efforts to create peace in the Middle East""', 'affiliations': [[]]}]"
547,558,Shimon,Peres,1923-08-16,2016-09-28,Poland (now Belarus),BY,Vishneva,Israel,IL,Tel Aviv,male,"[{'year': '1994', 'category': 'peace', 'share': '3', 'motivation': '""for their efforts to create peace in the Middle East""', 'affiliations': [[]]}]"
548,559,Yitzhak,Rabin,1922-03-01,1995-11-04,British Mandate of Palestine (now Israel),IL,Jerusalem,Israel,IL,Tel Aviv,male,"[{'year': '1994', 'category': 'peace', 'share': '3', 'motivation': '""for their efforts to create peace in the Middle East""', 'affiliations': [[]]}]"
549,560,Joseph,Rotblat,1908-11-04,2005-08-31,Russian Empire (now Poland),PL,Warsaw,United Kingdom,GB,London,male,"[{'year': '1995', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""', 'affiliations': [[]]}]"
550,561,Pugwash Conferences on Science and World Affairs,,1957-00-00,0000-00-00,,,,,,,org,"[{'year': '1995', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""', 'affiliations': [[]]}]"
551,562,Carlos Filipe Ximenes,Belo,1948-02-03,0000-00-00,East Timor,TL,Wailacama,,,,male,"[{'year': '1996', 'category': 'peace', 'share': '2', 'motivation': '""for their work towards a just and peaceful solution to the conflict in East Timor""', 'affiliations': [[]]}]"
552,563,José,Ramos-Horta,1949-12-26,0000-00-00,East Timor,TL,Dili,,,,male,"[{'year': '1996', 'category': 'peace', 'share': '2', 'motivation': '""for their work towards a just and peaceful solution to the conflict in East Timor""', 'affiliations': [[]]}]"
553,564,International Campaign to Ban Landmines,,1992-00-00,0000-00-00,,,,,,,org,"[{'year': '1997', 'category': 'peace', 'share': '2', 'motivation': '""for their work for the banning and clearing of anti-personnel mines""', 'affiliations': [[]]}]"
554,565,Jody,Williams,1950-10-09,0000-00-00,USA,US,"Putney, VT",,,,female,"[{'year': '1997', 'category': 'peace', 'share': '2', 'motivation': '""for their work for the banning and clearing of anti-personnel mines""', 'affiliations': [[]]}]"
555,566,John,Hume,1937-01-18,2020-08-03,Northern Ireland,GB,Londonderry,Northern Ireland,GB,Londonderry,male,"[{'year': '1998', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to find a peaceful solution to the conflict in Northern Ireland""', 'affiliations': [[]]}]"
556,567,David,Trimble,1944-10-15,0000-00-00,Northern Ireland,GB,Belfast,,,,male,"[{'year': '1998', 'category': 'peace', 'share': '2', 'motivation': '""for their efforts to find a peaceful solution to the conflict in Northern Ireland""', 'affiliations': [[]]}]"
557,568,Médecins Sans Frontières,,1971-00-00,0000-00-00,,,,,,,org,"[{'year': '1999', 'category': 'peace', 'share': '1', 'motivation': '""in recognition of the organisation\'s pioneering humanitarian work on several continents""', 'affiliations': [[]]}]"
558,569,Sully,Prudhomme,1839-03-16,1907-09-07,France,FR,Paris,France,FR,Châtenay,male,"[{'year': '1901', 'category': 'literature', 'share': '1', 'motivation': '""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""', 'affiliations': [[]]}]"
